Country,Reactor Unit,Type,Net Capacity (MWe),Status,Operator,Contstruction Date,Construction Year,First Criticality Date,First Grid Date,Commercial Date,Shutdown Date,UCF for 2013,Latitude,Longitude
United States,BRAIDWOOD-1,PWR,1178,Operational,EXELON,8/1/75,1975,5/29/87,7/12/87,7/29/88,,94,41.2436,-88.2292
